Port/Protocol Combination Counts:

Port       Protocol   Count
54293      icmp       1    
1410       tcp        2    
44732      icmp       1    
7014       udp        2    
624        icmp       5    
15604      udp        1    
40052      icmp       1    
62830      icmp       2    
28749      udp        1    
36200      udp        1    
15970      udp        1    
24306      udp        3    
20500      icmp       1    
65300      udp        1    
48557      udp        1    
63612      tcp        3    
39683      tcp        2    
53169      icmp       1    
49340      udp        2    
4527       tcp        1    
2766       tcp        1    
25168      tcp        1    
34290      icmp       3    
39153      udp        1    
27055      tcp        1    
23410      icmp       1    
33414      icmp       2    
7057       udp        3    
1405       udp        1    
13296      udp        2    
15713      udp        1    
12445      icmp       2    
58851      udp        1    
21441      udp        1    
50600      tcp        1    
12973      tcp        2    
13763      udp        1    
18379      tcp        2    
19706      icmp       3    
32194      tcp        1    
51941      icmp       4    
6244       icmp       3    
53591      udp        1    
52188      icmp       2    
40296      tcp        2    
64410      tcp        1    
31379      udp        1    
14246      udp        2    
32410      icmp       3    
6936       icmp       2    
52876      tcp        2    
49154      icmp       2    
23295      tcp        2    
23589      tcp        1    
23501      tcp        1    
38687      icmp       1    
34147      icmp       1    
35651      udp        3    
39865      tcp        1    
2090       icmp       1    
13173      udp        1    
8957       udp        3    
3982       tcp        1    
45626      icmp       4    
47564      udp        2    
62673      tcp        3    
59593      icmp       1    
58209      icmp       1    
43706      tcp        2    
21568      icmp       1    
34720      icmp       2    
42800      icmp       2    
52592      tcp        3    
30242      udp        1    
24833      udp        1    
30503      udp        2    
33356      icmp       1    
37619      tcp        1    
60301      tcp        1    
31019      tcp        1    
2637       icmp       1    
47990      tcp        1    
27688      tcp        2    
7584       icmp       2    
47006      udp        1    
9190       tcp        1    
36212      udp        1    
30885      tcp        1    
13499      udp        1    
47317      icmp       1    
31857      tcp        1    
33186      icmp       3    
8288       udp        2    
39757      udp        3    
20407      icmp       2    
29903      icmp       1    
27698      tcp        3    
58986      udp        1    
18277      udp        2    
65440      udp        1    
38356      tcp        1    
23175      tcp        1    
20666      tcp        4    
52684      udp        3    
62765      tcp        2    
41424      udp        1    
47410      udp        1    
63455      icmp       1    
7528       tcp        1    
12542      udp        1    
6912       tcp        2    
55915      tcp        1    
11009      udp        1    
48134      icmp       3    
11807      udp        1    
6286       udp        1    
53208      udp        3    
11939      tcp        1    
54118      udp        3    
45269      icmp       2    
34966      icmp       1    
42884      tcp        4    
55637      udp        2    
2889       udp        2    
54938      udp        1    
12791      udp        2    
46973      icmp       2    
40917      tcp        2    
35187      tcp        1    
40154      tcp        2    
508        icmp       1    
31271      tcp        2    
61249      tcp        1    
13778      tcp        1    
10729      icmp       1    
11018      tcp        1    
55947      udp        3    
20836      udp        1    
18274      icmp       1    
64862      udp        3    
64886      tcp        2    
24045      icmp       1    
13876      icmp       1    
57641      udp        2    
27640      udp        2    
58115      udp        2    
35398      icmp       3    
4503       icmp       1    
61204      tcp        3    
53185      udp        2    
16389      tcp        1    
850        udp        1    
7200       udp        2    
45455      tcp        1    
46211      udp        1    
23585      tcp        2    
2015       udp        1    
20446      icmp       1    
25284      icmp       1    
62754      tcp        1    
20256      icmp       3    
36516      icmp       1    
